Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
potion.reedwater,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32109,甘蔗水,gregtech:gt.metaitem.02
potion.regen,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8193,再生药水,minecraft:potion
potion.regen.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8257,再生药水,minecraft:potion
potion.regen.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16449,喷溅型 再生药水,minecraft:potion
potion.regen.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16385,喷溅型 再生药水,minecraft:potion
potion.regen.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8225,再生药水,minecraft:potion
potion.regen.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16417,喷溅型 再生药水,minecraft:potion
potion.rum,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32110,朗姆酒,gregtech:gt.metaitem.02
potion.saltywater,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32108,盐水,gregtech:gt.metaitem.02
potion.scotch,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32116,苏格兰威士忌,gregtech:gt.metaitem.02
potion.slowness,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8202,迟缓药水,minecraft:potion
potion.slowness,125,1xgt.metaitem.01@32225,常规玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32229,常规缓慢箭,gregtech:gt.metaitem.01
potion.slowness,125,1xgt.metaitem.01@32250,轻质玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32254,轻质缓慢箭,gregtech:gt.metaitem.01
potion.slowness,125,1xgt.metaitem.01@32200,空玻璃箭头,gregtech:gt.metaitem.01,1xgt.metaitem.01@32204,缓慢玻璃箭头,gregtech:gt.metaitem.01
potion.slowness.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8266,迟缓药水,minecraft:potion
potion.slowness.long,125,1xgt.metaitem.01@32225,常规玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32230,常规缓慢箭,gregtech:gt.metaitem.01
potion.slowness.long,125,1xgt.metaitem.01@32250,轻质玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32255,轻质缓慢箭,gregtech:gt.metaitem.01
potion.slowness.long,125,1xgt.metaitem.01@32200,空玻璃箭头,gregtech:gt.metaitem.01,1xgt.metaitem.01@32205,缓慢玻璃箭头,gregtech:gt.metaitem.01
potion.slowness.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16458,喷溅型 迟缓药水,minecraft:potion
potion.slowness.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16394,喷溅型 迟缓药水,minecraft:potion
potion.speed,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8194,迅捷药水,minecraft:potion
potion.speed.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8258,迅捷药水,minecraft:potion
potion.speed.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16450,喷溅型 迅捷药水,minecraft:potion
potion.speed.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16386,喷溅型 迅捷药水,minecraft:potion
potion.speed.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8226,迅捷药水,minecraft:potion
potion.speed.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16418,喷溅型 迅捷药水,minecraft:potion
potion.strength,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8201,力量药水,minecraft:potion
potion.strength.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8265,力量药水,minecraft:potion
potion.strength.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16457,喷溅型 力量药水,minecraft:potion
potion.strength.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16393,喷溅型 力量药水,minecraft:potion
potion.strength.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8233,力量药水,minecraft:potion
potion.strength.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16425,喷溅型 力量药水,minecraft:potion
potion.sweettea,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32008,甜茶,gregtech:gt.metaitem.02
potion.tea,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32007,茶,gregtech:gt.metaitem.02
potion.thick,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@32,浓稠的 药水,minecraft:potion
potion.vinegar,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32103,醋,gregtech:gt.metaitem.02
potion.vodka,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32105,伏特加,gregtech:gt.metaitem.02
potion.waterbreathing,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8205,水肺药水,minecraft:potion
potion.waterbreathing.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8269,水肺药水,minecraft:potion
potion.waterbreathing.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16461,喷溅型 水肺药水,minecraft:potion
potion.waterbreathing.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16397,喷溅型 水肺药水,minecraft:potion
potion.weakness,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8200,虚弱药水,minecraft:potion
potion.weakness,125,1xgt.metaitem.01@32225,常规玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32231,常规虚弱箭,gregtech:gt.metaitem.01
potion.weakness,125,1xgt.metaitem.01@32250,轻质玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32256,轻质虚弱箭,gregtech:gt.metaitem.01
potion.weakness,125,1xgt.metaitem.01@32200,空玻璃箭头,gregtech:gt.metaitem.01,1xgt.metaitem.01@32206,虚弱玻璃箭头,gregtech:gt.metaitem.01
potion.weakness.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8264,虚弱药水,minecraft:potion
potion.weakness.long,125,1xgt.metaitem.01@32225,常规玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32232,常规虚弱箭,gregtech:gt.metaitem.01
potion.weakness.long,125,1xgt.metaitem.01@32250,轻质玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32257,轻质虚弱箭,gregtech:gt.metaitem.01
potion.weakness.long,125,1xgt.metaitem.01@32200,空玻璃箭头,gregtech:gt.metaitem.01,1xgt.metaitem.01@32207,虚弱玻璃箭头,gregtech:gt.metaitem.01
potion.weakness.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16456,喷溅型 虚弱药水,minecraft:potion
potion.weakness.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16392,喷溅型 虚弱药水,minecraft:potion
potion.wheatyhopsjuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32118,小麦啤酒花汁,gregtech:gt.metaitem.02
potion.wheatyjuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32115,小麦汁,gregtech:gt.metaitem.02
potion.wine,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32102,葡萄酒,gregtech:gt.metaitem.02
propane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30643,丙烷单元,gregtech:gt.metaitem.01
propene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30678,丙烯单元,gregtech:gt.metaitem.01
propionicacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.propionicacid@0,Propionic Acid Cell,miscutils:propionicacid
protein,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.gendustry.protein.can@0,蛋白质罐,gendustry:ProteinCan
protein,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.gendustry.protein.bucket@0,蛋白质桶,gendustry:ProteinBucket
putrescine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.putrescine@0,Putrescine Cell,miscutils:putrescine
pyrotheum,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@21,烈焰之炽焱虚空胶囊,MagicBees:capsule.void
pyrotheum,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@21,烈焰之炽焱魔力胶囊,MagicBees:capsule.magic
pyrotheum,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.pyrotheum@0,Blazing Pyrotheum Cell,miscutils:pyrotheum
pyrotheum,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.MiscUtils.bucket@1,烈焰之炽焱桶,miscutils:bucket
radon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30093,氡单元,gregtech:gt.metaitem.01
radoxpoly,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30979,拉多X聚合物单元,gregtech:gt.metaitem.01
radoxpoly,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@798,拉多X聚合物胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
rawgasoline,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30996,粗汽油单元,gregtech:gt.metaitem.01
redmud,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30743,赤泥单元,gregtech:gt.metaitem.01
refinedglue,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30726,精制胶水单元,gregtech:gt.metaitem.01
refinedglue,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@298,精制胶水胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
reinforcedglass,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30602,熔融防爆玻璃单元,gregtech:gt.metaitem.01
reinforcedglass,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@440,熔融防爆玻璃胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
resin,1000,1xitem.misc@8,玻璃罐,Genetics:misc,1xitem.containerCylinder@129,树脂玻璃罐,BinnieCore:containerCylinder
resin,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xitem.containerCapsule@129,树脂胶囊,BinnieCore:containerCapsule
resin,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.containerRefractory@129,树脂耐火胶囊,BinnieCore:containerRefractory
resin,1000,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.containerGlass@129,树脂瓶,BinnieCore:containerGlass
resin,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.containerCan@129,树脂胶囊,BinnieCore:containerCan
resin,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.containerBucket@129,树脂桶,BinnieCore:containerBucket
rhodium filter cake solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@86,Rhodium Filter Cake Solution单元,bartworks:gt.bwMetaGeneratedcell
rhodium filter cake solution,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@86,Rhodium Filter Cake Solution Capsule,bartworks:gt.bwMetaGeneratedcapsule
rhodium salt solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@81,Rhodium Salt Solution单元,bartworks:gt.bwMetaGeneratedcell
rhodium salt solution,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@81,Rhodium Salt Solution Capsule,bartworks:gt.bwMetaGeneratedcapsule
rhodium sulfate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@61,Rhodium Sulfate单元,bartworks:gt.bwMetaGeneratedcell
rhodium sulfate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@61,Rhodium Sulfate Capsule,bartworks:gt.bwMetaGeneratedcapsule
rhodium sulfate solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@62,Rhodium Sulfate Solution单元,bartworks:gt.bwMetaGeneratedcell
rhodium sulfate solution,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@62,Rhodium Sulfate Solution Capsule,bartworks:gt.bwMetaGeneratedcapsule
rocket_fuel,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.bucketRocket_fuel@0,桶装火箭燃料,EnderIO:bucketRocket_fuel
ruthenium tetroxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@66,Ruthenium Tetroxide单元,bartworks:gt.bwMetaGeneratedcell
ruthenium tetroxide,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@66,Ruthenium Tetroxide Capsule,bartworks:gt.bwMetaGeneratedcapsule
ruthenium tetroxide solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@68,Ruthenium Tetroxide Solution单元,bartworks:gt.bwMetaGeneratedcell
ruthenium tetroxide solution,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@68,Ruthenium Tetroxide Solution Capsule,bartworks:gt.bwMetaGeneratedcapsule
saltwater,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30692,盐水单元,gregtech:gt.metaitem.01
sap,1000,1xitem.misc@8,玻璃罐,Genetics:misc,1xitem.containerCylinder@128,树液玻璃罐,BinnieCore:containerCylinder
sap,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xitem.containerCapsule@128,树液胶囊,BinnieCore:containerCapsule
sap,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.containerRefractory@128,树液耐火胶囊,BinnieCore:containerRefractory
sap,1000,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.containerGlass@128,树液瓶,BinnieCore:containerGlass
sap,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.containerCan@128,树液胶囊,BinnieCore:containerCan
sap,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.containerBucket@128,树液桶,BinnieCore:containerBucket
saturated bastnasite rarer earth oxides,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11115,饱和氟碳镧铈稀土氧化物 Capsule,bartworks:gt.bwMetaGeneratedcapsule
saturated bastnasite rarer earth oxides,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11115,饱和氟碳镧铈稀土氧化物单元,bartworks:gt.bwMetaGeneratedcell
seaweed byproducts,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11045,海藻副产 Capsule,bartworks:gt.bwMetaGeneratedcapsule
seaweed byproducts,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11045,海藻副产单元,bartworks:gt.bwMetaGeneratedcell
seaweed concentrate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11042,浓缩海藻溶液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
seaweed concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11042,浓缩海藻溶液单元,bartworks:gt.bwMetaGeneratedcell
seaweedbroth,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@8,海藻基质单元,gregtech:gt.metaitem.98
seedoil,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@7,种子油虚空胶囊,MagicBees:capsule.void
seedoil,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.for.bucketSeedOil@0,种子油桶,Forestry:bucketSeedOil
seedoil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30713,种子油单元,gregtech:gt.metaitem.01
seedoil,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@7,种子油魔力胶囊,MagicBees:capsule.magic
seedoil,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.for.canSeedOil@0,种子油罐,Forestry:canSeedOil
seedoil,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.for.refractorySeedOil@0,耐火种子油胶囊,Forestry:refractorySeedOil
seedoil,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xitem.for.waxCapsuleSeedOil@0,种子油胶囊,Forestry:waxCapsuleSeedOil
seleniumhexafluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSeleniumHexafluoride@0,Selenium Hexafluoride Cell,miscutils:itemCellSeleniumHexafluoride
severelyhydrocracked.butadiene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@12646,重度加氢裂化丁二烯单元,gregtech:gt.metaitem.99
severelyhydrocracked.butane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@12644,重度加氢裂化丁烷单元,gregtech:gt.metaitem.99
severelyhydrocracked.butene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@12645,重度加氢裂化丁烯单元,gregtech:gt.metaitem.99
severelyhydrocracked.ethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@12642,重度加氢裂化乙烷单元,gregtech:gt.metaitem.99
severelyhydrocracked.ethylene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@12677,重度加氢裂化乙烯单元,gregtech:gt.metaitem.99
severelyhydrocracked.gas,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@12735,重度加氢裂化炼油气单元,gregtech:gt.metaitem.99
severelyhydrocracked.heavyfuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@12741,重度加氢裂化重燃油单元,gregtech:gt.metaitem.99
severelyhydrocracked.lightfuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@12740,重度加氢裂化轻燃油单元,gregtech:gt.metaitem.99
severelyhydrocracked.naphtha,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@12739,重度加氢裂化石脑油单元,gregtech:gt.metaitem.99
severelyhydrocracked.propane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@12643,重度加氢裂化丙烷单元,gregtech:gt.metaitem.99
severelyhydrocracked.propene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@12678,重度加氢裂化丙烯单元,gregtech:gt.metaitem.99
severelysteamcracked.butadiene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@15646,重度蒸汽裂化丁二烯单元,gregtech:gt.metaitem.99
severelysteamcracked.butane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@15644,重度蒸汽裂化丁烷单元,gregtech:gt.metaitem.99
severelysteamcracked.butene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@15645,重度蒸汽裂化丁烯单元,gregtech:gt.metaitem.99
severelysteamcracked.ethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@15642,重度蒸汽裂化乙烷单元,gregtech:gt.metaitem.99
severelysteamcracked.ethylene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@15677,重度蒸汽裂化乙烯单元,gregtech:gt.metaitem.99
severelysteamcracked.gas,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@15735,重度蒸汽裂化炼油气单元,gregtech:gt.metaitem.99
severelysteamcracked.heavyfuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@15741,重度蒸汽裂化重燃油单元,gregtech:gt.metaitem.99
severelysteamcracked.lightfuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@15740,重度蒸汽裂化轻燃油单元,gregtech:gt.metaitem.99
severelysteamcracked.naphtha,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@15739,重度蒸汽裂化石脑油单元,gregtech:gt.metaitem.99
severelysteamcracked.propane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@15643,重度蒸汽裂化丙烷单元,gregtech:gt.metaitem.99
severelysteamcracked.propene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@15678,重度蒸汽裂化丙烯单元,gregtech:gt.metaitem.99
short.mead,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.for.refractoryShortMead@0,蜂蜜酒胶囊,Forestry:refractoryShortMead
short.mead,1000,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.for.beverage@0,小瓶蜂蜜酒,Forestry:beverage
short.mead,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xitem.for.waxCapsuleShortMead@0,蜂蜜酒胶囊,Forestry:waxCapsuleShortMead
short.mead,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.for.bucketShortMead@0,蜂蜜酒桶,Forestry:bucketShortMead
short.mead,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.for.canShortMead@0,蜂蜜酒罐,Forestry:canShortMead
signalum.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@28,桶装熔融信素,TConstruct:buckets
silane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30798,硅烷单元,gregtech:gt.metaitem.01
siliconoil,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30788,硅油单元,gregtech:gt.metaitem.01
silicontetrachloride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30968,四氯化硅单元,gregtech:gt.metaitem.01
silicontetrafluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30967,四氟化硅单元,gregtech:gt.metaitem.01
silver.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@19,桶装熔融银,TConstruct:buckets
